品种,趋势强度,日期,文件名
丙烯,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
PVC,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
燃料油,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
低硫燃料油,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
集运指数（欧线）,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
短纤,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
瓶片,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
双胶纸,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
纯苯,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
棕榈油,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
豆油,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
豆粕,1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
豆一,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
玉米,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
白糖,-1,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
棉花,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
花生,0,2025-09-08,11_国泰君安期货_[合集]_R3_晨报_20250908.pdf
黄金,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
白银,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
铜,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
锌,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
铅,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
锡,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
铝,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
氧化铝,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
铝合金,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
镍,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
不锈钢,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
碳酸锂,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
工业硅,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
多晶硅,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
铁矿石,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
螺纹钢,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
热轧卷板,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
硅铁,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
锰硅,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
焦炭,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
焦煤,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
原木,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
对二甲苯,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
PTA,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
MEG,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
橡胶,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
合成橡胶,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
沥青,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
LLDPE,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
PP,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
烧碱,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
纸浆,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
甲醇,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
尿素,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
苯乙烯,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
纯碱,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
LPG,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
丙烯,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
PVC,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
燃料油,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
低硫燃料油,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
集运指数（欧线）,-1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
短纤,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
瓶片,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
双胶纸,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
纯苯,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
棕榈油,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
豆油,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
豆粕,1,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
豆一,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
玉米,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
白糖,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
棉花,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
花生,0,2025-09-09,11_国泰君安期货_[合集]_R3_晨报_20250909.pdf
黄金,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
白银,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
铜,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
锌,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
铅,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
锡,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
铝,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
氧化铝,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
铝合金,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
镍,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
不锈钢,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
碳酸锂,-2,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
工业硅,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
多晶硅,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
铁矿石,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
螺纹钢,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
热轧卷板,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
硅铁,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
锰硅,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
焦炭,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
焦煤,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
原木,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
对二甲苯,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
PTA,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
MEG,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
橡胶,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
合成橡胶,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
沥青,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
LLDPE,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
PP,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
烧碱,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
纸浆,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
甲醇,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
尿素,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
苯乙烯,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
纯碱,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
LPG,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
丙烯,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
PVC,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
燃料油,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
低硫燃料油,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
集运指数（欧线）,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
短纤,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
瓶片,1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
双胶纸,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
纯苯,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
棕榈油,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
豆油,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
豆粕,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
豆一,-1,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
玉米,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
白糖,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
棉花,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
花生,0,2025-09-10,11_国泰君安期货_[合集]_R3_晨报_20250910.pdf
